10	10.0203
10.0404	10.0266
8.16076	9.73674
4.47073	9.25779
-0.385372	9.02184
-4.98422	9.31251
-8.0543	9.72079
-9.14421	9.88711
-8.22538	9.74646
-5.39165	9.35921
-1.09164	9.03475
3.50118	9.16825
7.00563	9.56861
8.7201	9.82171
8.51299	9.79005
6.43553	9.49065
2.76515	9.11338
-1.62682	9.05267
-5.38913	9.35891
-7.55375	9.64692
-7.80672	9.684
-6.15931	9.45435
-2.87677	9.12094
1.24648	9.03922
4.94098	9.30772
7.21431	9.59807
7.69459	9.66749
6.36154	9.48083
3.43279	9.16266
-0.415744	9.02214
-4.01771	9.21362
-6.33802	9.47772
-6.91346	9.55575
-5.69034	9.39517
-2.90952	9.12321
0.731207	9.02663
4.11154	9.22244
6.27128	9.46894
6.78056	9.53737
5.5918	9.38315
2.94379	9.12561
-0.496324	9.02306
-3.67297	9.18273
-5.66447	9.392
-6.03897	9.43886
-4.75908	9.28793
-2.11816	9.07516
1.15824	9.0366
4.04985	9.21662
5.74598	9.40202
5.89536	9.42064
4.50094	9.26087
1.8874	9.06388
-1.21382	9.03823
-3.83672	9.1971
-5.24332	9.34188
-5.12951	9.32884
-3.54977	9.17228
-0.91227	9.03031
1.99606	9.06904
4.27398	9.23812
5.31357	9.35004
4.90546	9.30381
3.16607	9.14181
0.555096	9.02382
-2.13659	9.07612
-4.08072	9.21952
-4.76063	9.28809
-4.03996	9.21569
-2.11852	9.07518
0.452896	9.02254
2.87173	9.12059
4.41723	9.25237
4.70463	9.28212
3.69204	9.18438
1.65314	9.05372
-0.814746	9.02823
-2.93983	9.12533
-4.09844	9.2212
-4.00416	9.21236
-2.70553	9.10946
-0.574741	9.0241
1.73247	9.05702
3.49992	9.16815
4.23584	9.23439
3.77353	9.19149
2.25284	9.08232
0.114765	9.02016
-1.97635	9.06808
-3.37924	9.15835
-3.71004	9.18593
-2.90298	9.12275
-1.19838	9.03777
0.883702	9.02968
2.68938	9.10841
3.68539	9.1838
3.61665	9.17792
2.52236	9.09791
0.724088	9.0265
-1.22359	9.03852
-2.71303	9.10995
-3.31243	9.15306
-2.87375	9.12073
-1.53832	9.04923
0.285487	9.02101
2.02379	9.0704
3.14688	9.14037
3.34639	9.15574
2.58668	9.10188
1.09786	9.03492
-0.661911	9.02543
-2.14039	9.07631
-2.89446	9.12216
-2.72213	9.11054
-1.69042	9.05525
-0.118361	9.02017
1.49917	9.04776
2.66112	9.10659
3.03431	9.13207
2.52987	9.09837
1.30748	9.04114
-0.255374	9.02081
-1.66733	9.0543
-2.49702	9.09638
-2.51153	9.09725
-1.72299	9.05662
-0.379453	9.02179
1.09551	9.03486
2.24096	9.08167
2.71918	9.11035
2.40583	9.09097
1.40647	9.04445
0.0320148	9.02001
-1.28494	9.04042
-2.13752	9.07616
-2.27904	9.08376
-1.68229	9.05492
-0.538945	9.0236
0.789451	9.02773
1.88566	9.0638
2.42052	9.09182
2.24815	9.08207
1.4328	9.04537
0.230671	9.02066
-0.979358	9.03188
-1.82092	9.06087
-2.04554	9.07148
-1.59879	9.05156
-0.627605	9.02488
0.559607	9.02388
1.58874	9.05116
2.14696	9.07666
2.07724	9.07307
1.41267	9.04467
0.364424	9.02165
-0.736473	9.02672
-1.54614	9.04952
-1.82216	9.06092
-1.49218	9.04751
-0.667686	9.02553
0.388205	9.02187
1.34196	9.04227
1.90119	9.06452
1.90519	9.06471
1.36386	9.043
0.451241	9.02253
-0.543766	9.02367
-1.30946	9.04121
-1.61431	9.05217
-1.37502	9.04337
-0.674992	9.02565
0.261185	9.02085
1.13719	9.03601
1.68286	9.05494
1.73892	9.05729
1.29831	9.04085
0.50439	9.02316
-0.390826	9.0219
-1.1063	9.03515
-1.42414	9.04507
-1.25517	9.03949
-0.660634	9.02541
0.167714	9.02035
0.967183	9.03159
1.49015	9.04743
1.58215	9.05091
1.22398	9.03854
0.533563	9.02353
-0.269285	9.0209
-0.9321	9.03076
-1.25196	9.03939
-1.13746	9.03601
-0.632366	9.02496
0.0995599	9.02012
0.825791	9.02845
1.32064	9.04157
1.43665	9.04551
1.14608	9.03626
0.545793	9.0237
-0.172534	9.02037
-0.78268	9.02759
-1.0971	9.0349
-1.02474	9.033
-0.595576	9.0244
0.0505112	9.02003
0.70792	9.02621
1.17182	9.03699
1.30301	9.041
1.06802	9.03412
0.546171	9.0237
-0.0954018	9.02011
-0.654384	9.02531
-0.958425	9.03138
-0.918568	9.03045
-0.553987	9.02381
0.0158921	9.02
0.609416	9.02461
1.04126	9.03343
1.18114	9.03726
0.991942	9.03219
0.538378	9.0236
-0.0338528	9.02001
-0.544079	9.02367
-0.83459	9.02863
-0.819711	9.02833
-0.510151	9.02323
-0.00781808	9.02
0.526907	9.02344
0.926765	9.03064
1.07057	9.03419
0.919162	9.03047
0.525073	9.02342
0.0152631	9.02
-0.449112	9.0225
-0.724221	9.0265
-0.728411	9.02658
-0.465804	9.02269
-0.0232764	9.02001
0.457661	9.0226
0.826342	9.02846
0.970619	9.03167
0.850435	9.02896
0.508176	9.0232
0.054413	9.02004
-0.367248	9.02167
-0.625981	9.02486
-0.644591	9.02515
-0.422105	9.02221
-0.0324952	9.02001
0.399459	9.02198
0.73825	0
